player_id,install_date,country,platform,age_group,acq_source,is_payer,stumble_pass,lifetime_gems
P00054,2024-03-11,DE,ios,25-34,cross_promo,False,False,6298
P00055,2024-02-07,TR,android,13-17,paid_social,False,False,39397
P00056,2024-03-21,US,android,35-44,paid_social,False,False,45487
P00057,2024-03-20,US,android,13-17,paid_social,False,False,37914
P00058,2024-02-16,US,android,35-44,cross_promo,False,False,10306
P00059,2024-03-14,BR,android,45+,cross_promo,False,False,2589
P00060,2024-01-25,ID,android,18-24,paid_social,False,False,37078
P00061,2024-03-31,BR,android,18-24,paid_social,False,True,35009
P00062,2024-01-09,PH,ios,25-34,paid_social,False,False,13601
P00063,2024-01-06,BR,android,18-24,paid_social,False,False,7711
P00064,2024-03-25,BR,android,35-44,organic,False,False,21364
P00065,2024-01-30,IN,ios,13-17,cross_promo,True,False,33706
P00066,2024-02-07,US,android,13-17,paid_social,False,False,29610
P00067,2024-01-11,PH,android,45+,paid_social,False,False,37069
P00068,2024-01-30,US,android,25-34,organic,False,False,3970
P00069,2024-01-13,FR,android,35-44,organic,False,False,3999
P00070,2024-02-18,MX,android,18-24,app_store_search,False,False,21034
P00071,2024-02-05,US,android,25-34,paid_social,False,False,36176
P00072,2024-02-28,US,android,25-34,organic,False,False,46575
P00073,2024-03-22,PH,ios,25-34,paid_social,False,False,41730
P00074,2024-02-16,GB,ios,25-34,paid_social,False,False,16632
P00075,2024-01-21,GB,ios,25-34,organic,False,False,13385
P00076,2024-02-17,MX,android,18-24,paid_social,False,False,5950
P00077,2024-02-15,US,android,18-24,paid_social,False,False,35694
P00078,2024-01-27,BR,ios,25-34,paid_social,False,True,7975
P00079,2024-03-26,US,android,18-24,paid_social,False,False,21314
P00080,2024-02-04,TR,android,25-34,paid_social,False,False,23398
P00081,2024-03-30,DE,android,18-24,app_store_search,False,False,25277
P00082,2024-03-28,BR,android,25-34,paid_social,False,False,26761
P00083,2024-03-23,US,ios,25-34,organic,False,False,31533
P00084,2024-01-10,BR,android,18-24,organic,False,True,6966
P00085,2024-03-18,BR,android,13-17,paid_social,False,False,41901
P00086,2024-03-22,GB,android,13-17,influencer,False,False,6587
P00087,2024-01-22,DE,android,25-34,organic,False,False,22880
P00088,2024-03-09,TR,ios,35-44,influencer,True,False,5091
P00089,2024-02-01,ID,android,13-17,organic,False,False,41753
P00090,2024-01-21,US,android,25-34,paid_social,False,False,31130
P00091,2024-02-29,GB,ios,18-24,cross_promo,False,False,17061
P00092,2024-02-18,MX,android,18-24,paid_social,False,False,22293
P00093,2024-02-04,IN,android,35-44,paid_social,False,False,1561
P00094,2024-03-22,MX,android,18-24,organic,False,False,41412
P00095,2024-03-29,IN,ios,18-24,influencer,False,False,47553
P00096,2024-03-12,IN,android,13-17,organic,False,False,3656
P00097,2024-01-29,ID,android,13-17,cross_promo,False,False,21618
P00098,2024-03-28,US,ios,18-24,organic,False,False,20530
P00099,2024-02-11,US,android,13-17,cross_promo,False,False,21872
P00100,2024-01-08,US,ios,25-34,paid_social,False,False,28330
P00101,2024-01-30,DE,android,18-24,influencer,False,False,16139
P00102,2024-01-05,BR,android,25-34,paid_social,False,False,32977
P00103,2024-02-10,IN,android,13-17,app_store_search,True,False,4983
P00104,2024-02-21,TR,ios,18-24,organic,False,False,39909
P00105,2024-02-04,BR,android,25-34,organic,False,False,42886
P00106,2024-01-09,ID,ios,45+,paid_social,False,False,49029
P00107,2024-01-28,MX,ios,13-17,organic,False,False,21329
P00108,2024-03-13,BR,android,35-44,organic,False,False,36734
P00109,2024-02-10,US,ios,25-34,app_store_search,False,False,42837
P00110,2024-01-28,BR,android,25-34,app_store_search,False,False,8818
P00111,2024-03-24,US,android,18-24,paid_social,False,True,10918
P00112,2024-03-04,TR,android,13-17,app_store_search,False,False,42418
P00113,2024-02-20,PH,ios,13-17,paid_social,False,False,1250
P00114,2024-03-23,DE,android,25-34,organic,False,True,4758
P00115,2024-02-28,TR,android,18-24,influencer,False,False,37131
P00116,2024-01-19,PH,android,35-44,influencer,False,True,2163
P00117,2024-02-03,US,android,18-24,app_store_search,False,False,42583
P00118,2024-01-18,TR,android,13-17,organic,False,True,34621
P00119,2024-02-01,IN,ios,25-34,influencer,False,False,17137
P00120,2024-03-12,PH,ios,18-24,organic,False,True,32103
P00121,2024-03-09,TR,android,18-24,organic,False,False,21832
P00122,2024-02-03,BR,ios,25-34,organic,False,False,1868
P00123,2024-03-15,US,android,35-44,app_store_search,False,False,49333
P00124,2024-02-24,BR,ios,25-34,cross_promo,False,True,48336
P00125,2024-03-15,ID,android,25-34,cross_promo,True,False,41862
P00126,2024-02-21,PH,android,25-34,paid_social,False,False,19728
P00127,2024-02-16,TR,android,45+,paid_social,False,False,38006
P00128,2024-01-29,US,ios,18-24,organic,False,False,28029
P00129,2024-01-18,IN,android,13-17,organic,False,False,39857
P00130,2024-03-06,ID,android,18-24,paid_social,False,False,28183
P00131,2024-03-04,BR,android,18-24,influencer,False,False,22785
P00132,2024-01-12,US,android,25-34,paid_social,False,False,18940
P00133,2024-01-07,BR,android,25-34,organic,False,False,5280
P00134,2024-01-15,FR,android,25-34,organic,False,True,37012
P00135,2024-01-20,BR,ios,13-17,organic,True,True,2164
P00136,2024-03-21,IN,android,25-34,paid_social,False,True,27188
P00137,2024-01-21,GB,android,18-24,app_store_search,False,False,47917
P00138,2024-03-28,BR,android,25-34,influencer,False,False,14088
P00139,2024-02-24,FR,ios,25-34,cross_promo,False,False,18405
P00140,2024-03-17,FR,ios,18-24,paid_social,False,True,2821
P00141,2024-01-09,BR,android,13-17,paid_social,False,False,22516
P00142,2024-02-19,IN,android,13-17,organic,False,False,10473
P00143,2024-02-18,BR,android,35-44,cross_promo,False,False,46454
P00144,2024-03-17,BR,android,35-44,cross_promo,False,False,42530
P00145,2024-02-29,US,ios,25-34,organic,True,False,38737
P00146,2024-03-08,DE,android,13-17,paid_social,False,False,12178
P00147,2024-02-02,IN,android,18-24,paid_social,False,False,38936
P00148,2024-03-11,US,android,25-34,influencer,False,False,27018
P00149,2024-01-02,BR,ios,25-34,app_store_search,False,False,17097
P00150,2024-03-28,TR,android,13-17,paid_social,False,False,14096
P00151,2024-01-15,BR,android,13-17,paid_social,False,False,39971
P00152,2024-03-28,US,android,25-34,organic,False,False,3545
P00153,2024-03-09,ID,ios,18-24,organic,False,True,24798
P00154,2024-02-04,FR,android,18-24,organic,False,False,863
P00155,2024-03-23,BR,android,13-17,organic,False,False,16148
P00156,2024-02-13,GB,android,25-34,influencer,False,False,21009
P00157,2024-01-15,MX,android,35-44,influencer,False,False,17809
P00158,2024-02-07,BR,android,45+,organic,False,False,18688
P00159,2024-02-25,GB,android,25-34,cross_promo,False,False,653
P00160,2024-01-21,BR,android,18-24,organic,False,False,8129
P00161,2024-02-28,DE,android,13-17,paid_social,False,False,26418
P00162,2024-01-01,DE,android,25-34,organic,False,False,23118
P00163,2024-02-03,IN,ios,18-24,paid_social,False,False,443
P00164,2024-03-05,US,android,25-34,organic,False,False,27041
P00165,2024-01-23,PH,ios,18-24,paid_social,False,False,23843
P00166,2024-03-05,BR,android,18-24,paid_social,True,False,21053
P00167,2024-01-14,US,android,13-17,app_store_search,False,False,30848
P00168,2024-03-21,US,android,18-24,organic,False,False,37874
P00169,2024-02-08,DE,android,13-17,organic,False,False,37204
P00170,2024-03-22,GB,android,13-17,organic,False,False,42240
P00171,2024-03-05,US,android,45+,influencer,False,False,35807
P00172,2024-03-18,IN,android,18-24,organic,False,False,28213
P00173,2024-01-26,BR,ios,25-34,cross_promo,False,False,8291
P00174,2024-01-20,DE,android,35-44,paid_social,False,False,43046
P00175,2024-02-17,US,ios,45+,paid_social,False,True,16285
P00176,2024-01-21,GB,android,25-34,paid_social,False,False,26886
P00177,2024-03-10,ID,android,35-44,organic,False,False,13944
P00178,2024-03-08,FR,android,18-24,organic,True,False,35505
P00179,2024-01-01,US,android,18-24,paid_social,False,False,23340
P00180,2024-03-17,BR,android,18-24,influencer,True,False,30025
P00181,2024-02-11,US,android,25-34,organic,False,False,1607
P00182,2024-03-03,TR,android,25-34,organic,True,False,2953
P00183,2024-01-03,TR,android,18-24,app_store_search,False,False,44941
P00184,2024-01-15,BR,android,13-17,organic,False,False,5933
P00185,2024-02-16,DE,ios,25-34,cross_promo,False,False,11386
P00186,2024-02-09,PH,ios,13-17,cross_promo,False,False,47989
P00187,2024-01-31,IN,android,25-34,organic,False,False,4682
P00188,2024-01-08,IN,ios,25-34,organic,False,False,47621
P00189,2024-01-31,BR,android,25-34,organic,False,False,44052
P00190,2024-03-13,US,android,25-34,influencer,False,False,11154
P00191,2024-01-11,TR,ios,35-44,influencer,False,False,9047
P00192,2024-01-11,TR,android,18-24,cross_promo,False,True,22993
P00193,2024-03-03,DE,android,25-34,app_store_search,False,False,10338
P00194,2024-01-09,BR,android,25-34,influencer,False,False,14323
P00195,2024-03-09,BR,android,18-24,organic,False,False,37693
P00196,2024-01-17,GB,android,13-17,organic,False,False,23634
P00197,2024-01-17,TR,ios,18-24,cross_promo,False,False,26292
P00198,2024-03-25,TR,android,18-24,organic,False,False,38551
P00199,2024-03-01,MX,android,25-34,organic,True,False,45111
P00200,2024-03-11,DE,ios,35-44,influencer,False,False,9917
P00201,2024-01-22,US,android,18-24,paid_social,False,False,10145
P00202,2024-02-03,US,android,13-17,app_store_search,False,False,29717
P00203,2024-03-08,TR,android,45+,influencer,False,False,39491
P00204,2024-03-18,DE,android,13-17,organic,False,False,49336
P00205,2024-02-24,US,ios,18-24,app_store_search,False,False,16905
P00206,2024-01-28,US,android,25-34,organic,False,False,30273
P00207,2024-03-10,GB,ios,25-34,paid_social,True,False,26234
P00208,2024-03-29,US,android,13-17,paid_social,False,True,13349
P00209,2024-01-26,US,ios,13-17,organic,False,False,1002
P00210,2024-02-09,IN,android,13-17,paid_social,False,False,39034
P00211,2024-02-21,GB,ios,25-34,organic,False,False,32573
P00212,2024-03-26,DE,android,25-34,paid_social,True,True,27803
P00213,2024-03-24,BR,ios,18-24,paid_social,False,False,11330
P00214,2024-02-17,GB,android,25-34,cross_promo,False,False,26504
P00215,2024-02-26,BR,android,35-44,cross_promo,False,False,14980
P00216,2024-03-07,BR,ios,13-17,organic,False,False,7017
P00217,2024-02-27,MX,android,18-24,paid_social,False,False,41353
P00218,2024-01-16,DE,ios,25-34,paid_social,False,False,16011
P00219,2024-02-01,PH,android,18-24,organic,False,True,18001
P00220,2024-01-29,DE,android,18-24,cross_promo,False,False,17044
P00221,2024-01-09,IN,android,25-34,influencer,False,False,38292
P00222,2024-02-13,US,android,35-44,organic,False,False,5250
P00223,2024-01-03,BR,android,35-44,paid_social,False,False,40280
P00224,2024-03-16,BR,android,25-34,organic,False,True,23289
P00225,2024-03-11,BR,android,25-34,influencer,False,False,33087
P00226,2024-01-30,FR,android,18-24,organic,False,False,10416
P00227,2024-03-16,ID,android,25-34,app_store_search,False,False,25159
P00228,2024-01-29,TR,android,18-24,cross_promo,False,False,36368
P00229,2024-01-01,DE,android,18-24,paid_social,False,False,5279
P00230,2024-01-10,PH,android,25-34,paid_social,False,False,25157
P00231,2024-03-31,IN,android,25-34,app_store_search,False,False,15494
P00232,2024-03-21,IN,ios,18-24,paid_social,False,False,45166
P00233,2024-01-08,IN,ios,35-44,organic,False,False,25574
P00234,2024-01-30,US,android,13-17,paid_social,False,False,25333
P00235,2024-01-09,GB,android,18-24,cross_promo,False,False,33050
P00236,2024-01-05,BR,ios,13-17,influencer,False,False,32263
P00237,2024-02-12,US,android,25-34,influencer,False,False,32539
P00238,2024-01-10,DE,android,25-34,cross_promo,False,False,14030
P00239,2024-03-06,US,android,18-24,cross_promo,False,False,22721
P00240,2024-01-31,FR,ios,25-34,app_store_search,False,False,48070
P00241,2024-02-05,FR,android,18-24,organic,False,False,5166
P00242,2024-03-26,TR,android,25-34,paid_social,True,False,7121
P00243,2024-03-03,ID,ios,18-24,influencer,False,False,14677
P00244,2024-01-28,US,ios,18-24,influencer,False,False,31241
P00245,2024-03-10,TR,android,45+,influencer,False,False,16373
P00246,2024-01-17,ID,android,18-24,organic,False,False,21873
P00247,2024-03-14,FR,ios,13-17,cross_promo,False,False,37664
P00248,2024-03-14,FR,android,25-34,influencer,False,False,49282
P00249,2024-03-01,TR,android,45+,organic,False,True,1293
P00250,2024-02-01,BR,android,18-24,paid_social,False,False,22443
P00251,2024-03-01,ID,ios,13-17,organic,False,False,39725
P00252,2024-02-22,TR,android,18-24,paid_social,True,True,49212
P00253,2024-01-25,BR,ios,18-24,organic,False,False,18595
P00254,2024-01-13,US,ios,13-17,paid_social,False,False,9740
P00255,2024-01-13,IN,android,25-34,paid_social,False,True,12559
P00256,2024-03-25,FR,android,45+,influencer,False,False,42741
P00257,2024-02-25,GB,android,18-24,influencer,False,False,39044
P00258,2024-02-15,IN,android,18-24,cross_promo,False,False,21747
P00259,2024-02-24,US,android,18-24,organic,False,True,40920
P00260,2024-02-22,DE,android,13-17,organic,False,False,7973
P00261,2024-02-29,FR,android,35-44,cross_promo,False,False,15333
P00262,2024-01-07,US,ios,18-24,organic,False,False,30129
P00263,2024-03-27,IN,android,18-24,app_store_search,True,False,37
P00264,2024-03-24,TR,android,25-34,cross_promo,False,False,38758
P00265,2024-03-23,MX,android,18-24,paid_social,True,True,32311
P00266,2024-01-13,GB,android,25-34,app_store_search,False,False,38206
P00267,2024-01-08,GB,android,13-17,organic,False,False,48503
P00268,2024-02-21,BR,android,35-44,paid_social,False,False,28207
P00269,2024-02-13,BR,android,45+,influencer,False,False,43624
P00270,2024-01-14,PH,android,25-34,paid_social,False,False,33241
P00271,2024-02-01,PH,android,45+,app_store_search,False,False,58
P00272,2024-01-25,TR,android,13-17,organic,True,False,2636
P00273,2024-01-25,TR,android,18-24,paid_social,False,True,30635
P00274,2024-03-09,IN,ios,25-34,influencer,False,False,14834
P00275,2024-02-27,IN,android,25-34,influencer,False,False,15577
P00276,2024-01-18,PH,android,18-24,organic,False,False,27190
P00277,2024-02-24,DE,android,18-24,paid_social,False,False,7296
P00278,2024-01-24,GB,android,13-17,cross_promo,False,False,21383
P00279,2024-02-05,PH,android,18-24,organic,True,False,45438
P00280,2024-02-29,TR,android,13-17,cross_promo,False,False,24660
P00281,2024-02-01,BR,android,25-34,paid_social,False,False,42493
P00282,2024-01-10,ID,android,18-24,cross_promo,False,False,2674
P00283,2024-02-26,US,android,13-17,influencer,False,False,48564
P00284,2024-03-11,IN,android,25-34,organic,False,True,43833
P00285,2024-01-13,US,android,25-34,paid_social,False,True,22820
P00286,2024-01-07,ID,ios,35-44,cross_promo,False,False,19504
P00287,2024-03-24,IN,android,25-34,paid_social,True,True,25666
P00288,2024-03-10,BR,android,18-24,app_store_search,True,False,43794
P00289,2024-01-02,DE,android,35-44,paid_social,False,False,2076
P00290,2024-01-12,US,android,25-34,organic,False,False,37555
P00291,2024-01-31,US,android,13-17,paid_social,False,True,32406
P00292,2024-01-22,PH,android,25-34,app_store_search,True,False,40262
P00293,2024-02-22,BR,android,35-44,paid_social,False,False,25784
P00294,2024-03-03,US,android,18-24,cross_promo,False,False,21125
P00295,2024-03-02,IN,android,18-24,cross_promo,False,False,23216
P00296,2024-01-28,MX,android,13-17,paid_social,False,False,2581
P00297,2024-02-21,US,android,13-17,organic,False,False,15600
P00298,2024-01-08,DE,android,18-24,influencer,True,True,30284
P00299,2024-01-22,US,android,25-34,paid_social,False,False,20171
P00300,2024-02-18,US,ios,13-17,cross_promo,False,False,25091
P00301,2024-01-01,IN,android,45+,paid_social,False,False,14333
P00302,2024-02-19,IN,android,25-34,paid_social,False,False,30535
P00303,2024-02-03,DE,android,25-34,cross_promo,False,False,23487
P00304,2024-02-28,GB,ios,35-44,paid_social,True,False,10404
P00305,2024-02-06,FR,android,13-17,paid_social,False,False,43934
P00306,2024-02-24,IN,android,18-24,paid_social,False,False,33700
P00307,2024-03-30,BR,android,25-34,paid_social,False,False,18047
P00308,2024-03-12,PH,android,35-44,paid_social,False,False,41516
P00309,2024-03-25,BR,android,25-34,cross_promo,False,False,15577
P00310,2024-03-03,ID,android,18-24,paid_social,False,False,24298
P00311,2024-01-20,US,ios,45+,paid_social,False,False,15015
P00312,2024-01-25,US,android,13-17,influencer,True,False,25568
P00313,2024-02-07,FR,android,35-44,organic,False,True,48876
P00314,2024-01-28,PH,ios,45+,organic,False,False,26204
P00315,2024-01-08,GB,android,13-17,app_store_search,False,False,31748
P00316,2024-03-15,ID,android,25-34,influencer,False,False,26267
P00317,2024-03-10,US,android,13-17,paid_social,False,False,21236
P00318,2024-01-08,US,android,18-24,influencer,False,False,32615
P00319,2024-02-10,BR,android,18-24,organic,False,False,1104
P00320,2024-01-08,IN,ios,25-34,influencer,False,False,17654
P00321,2024-01-07,GB,android,45+,paid_social,False,False,45704
P00322,2024-03-15,GB,android,25-34,paid_social,False,False,42369
P00323,2024-03-02,BR,android,18-24,paid_social,False,True,3646
P00324,2024-03-05,FR,ios,35-44,organic,True,False,21471
P00325,2024-03-08,MX,ios,45+,organic,False,False,25906
P00326,2024-01-21,IN,ios,13-17,app_store_search,False,False,21107
P00327,2024-01-08,DE,android,45+,paid_social,False,False,47728
P00328,2024-03-06,ID,android,13-17,paid_social,False,False,14878
P00329,2024-01-11,BR,android,35-44,organic,False,False,9145
P00330,2024-01-24,BR,android,18-24,organic,False,False,23042
P00331,2024-01-09,MX,android,13-17,influencer,False,False,18226
P00332,2024-03-17,US,android,18-24,paid_social,False,True,2802
P00333,2024-01-09,US,android,25-34,paid_social,False,False,24119
P00334,2024-03-27,US,android,18-24,organic,False,False,49133
P00335,2024-01-31,US,android,13-17,influencer,False,False,27185
P00336,2024-02-21,TR,android,25-34,organic,False,False,6105
P00337,2024-01-16,GB,android,35-44,organic,False,False,2749
P00338,2024-03-13,ID,android,18-24,paid_social,False,False,49742
P00339,2024-02-01,US,android,18-24,organic,False,False,42949
P00340,2024-03-15,IN,android,18-24,organic,False,False,34129
P00341,2024-03-17,ID,android,13-17,influencer,False,False,24512
P00342,2024-01-06,US,android,35-44,influencer,False,False,36541
P00343,2024-03-20,ID,android,35-44,cross_promo,False,False,13495
P00344,2024-01-11,ID,ios,25-34,paid_social,False,False,2064
P00345,2024-02-23,DE,android,18-24,organic,False,False,30078
P00346,2024-03-25,DE,android,25-34,organic,False,False,30011
P00347,2024-03-15,US,android,25-34,app_store_search,True,False,5616
P00348,2024-03-13,ID,android,35-44,influencer,False,False,7975
P00349,2024-03-07,DE,android,25-34,influencer,False,False,10960
P00350,2024-02-10,IN,android,25-34,organic,False,False,27992
P00351,2024-02-03,TR,ios,25-34,paid_social,True,False,21387
P00352,2024-01-27,DE,android,18-24,organic,False,True,15324
P00353,2024-03-26,US,ios,45+,paid_social,False,False,6243
P00354,2024-02-10,US,android,25-34,app_store_search,False,False,32628
P00355,2024-01-31,DE,android,25-34,app_store_search,False,True,9560
P00356,2024-02-03,US,ios,18-24,paid_social,False,False,47452
P00357,2024-02-20,IN,android,25-34,paid_social,False,False,41098
P00358,2024-01-17,FR,android,25-34,app_store_search,True,True,4923
P00359,2024-03-26,IN,android,18-24,influencer,False,False,39235
P00360,2024-03-23,ID,android,13-17,organic,False,False,21325
P00361,2024-02-08,DE,android,25-34,paid_social,False,False,27949
P00362,2024-02-28,ID,android,25-34,organic,False,False,22821
P00363,2024-02-10,IN,android,18-24,paid_social,False,False,6076
P00364,2024-01-10,FR,android,18-24,paid_social,False,True,22032
P00365,2024-01-02,ID,android,25-34,influencer,False,False,8001
P00366,2024-02-28,FR,android,13-17,paid_social,False,False,15303
P00367,2024-03-20,TR,android,18-24,organic,False,False,16457
P00368,2024-03-13,US,android,13-17,paid_social,False,False,41443
P00369,2024-01-13,US,android,18-24,cross_promo,False,False,12303
P00370,2024-01-10,US,android,18-24,influencer,False,False,15128
P00371,2024-03-09,US,ios,18-24,paid_social,False,False,18280
P00372,2024-01-28,US,android,13-17,app_store_search,False,False,39427
P00373,2024-03-05,GB,android,18-24,app_store_search,False,False,31644
P00374,2024-02-03,US,android,18-24,organic,False,False,38014
P00375,2024-01-17,BR,android,18-24,organic,False,False,6967
P00376,2024-02-14,PH,android,18-24,influencer,False,False,6661
P00377,2024-01-09,US,ios,35-44,cross_promo,False,False,12416
P00378,2024-02-01,PH,android,13-17,app_store_search,False,False,510
P00379,2024-02-17,BR,ios,18-24,cross_promo,False,False,41382
P00380,2024-02-06,US,ios,13-17,influencer,False,False,35200
P00381,2024-01-21,GB,ios,13-17,paid_social,False,False,1906
P00382,2024-02-26,DE,ios,25-34,organic,False,False,25534
P00383,2024-03-10,TR,android,25-34,organic,False,False,48322
P00384,2024-03-31,MX,android,35-44,paid_social,False,False,16448
P00385,2024-02-08,PH,android,25-34,influencer,False,False,37696
P00386,2024-03-19,BR,android,45+,paid_social,False,False,4710
P00387,2024-03-24,US,android,13-17,influencer,False,False,44308
P00388,2024-03-08,MX,android,13-17,organic,False,False,38892
P00389,2024-01-02,PH,android,13-17,paid_social,False,False,40605
P00390,2024-03-26,FR,android,18-24,organic,False,False,15583
P00391,2024-03-11,ID,android,25-34,paid_social,False,False,17184
P00392,2024-02-08,ID,android,25-34,influencer,False,False,24853
P00393,2024-03-25,MX,android,13-17,influencer,False,False,6109
P00394,2024-01-14,BR,ios,45+,app_store_search,False,True,42677
P00395,2024-01-18,FR,android,35-44,organic,False,False,6659
P00396,2024-02-03,TR,android,18-24,paid_social,False,False,1238
P00397,2024-01-15,ID,android,13-17,paid_social,False,False,15064
P00398,2024-01-14,MX,android,13-17,paid_social,False,False,31115
P00399,2024-03-11,MX,android,13-17,cross_promo,False,False,31952
P00400,2024-01-20,US,android,13-17,influencer,False,False,5620
P00401,2024-02-04,TR,android,18-24,cross_promo,False,False,34254
P00402,2024-02-06,IN,android,18-24,organic,False,False,37449
P00403,2024-03-18,PH,android,18-24,cross_promo,False,False,44258
P00404,2024-01-27,BR,android,45+,organic,False,False,4470
P00405,2024-02-13,TR,android,25-34,cross_promo,False,False,22003
P00406,2024-01-27,ID,android,45+,paid_social,True,False,27571
P00407,2024-03-28,US,android,13-17,paid_social,False,False,24668
P00408,2024-03-22,TR,ios,18-24,paid_social,False,False,11723
P00409,2024-02-03,US,android,25-34,app_store_search,False,False,46656
P00410,2024-03-05,BR,android,13-17,organic,False,False,31040
P00411,2024-03-03,FR,android,13-17,paid_social,False,False,39945
P00412,2024-02-02,FR,android,25-34,cross_promo,False,False,45969
P00413,2024-01-07,IN,android,25-34,paid_social,False,False,32046
P00414,2024-01-12,DE,android,18-24,organic,False,False,5441
P00415,2024-03-22,ID,ios,18-24,paid_social,True,False,11719
P00416,2024-02-24,BR,android,18-24,paid_social,False,False,5397
P00417,2024-02-05,BR,android,13-17,app_store_search,False,True,34389
P00418,2024-01-06,GB,android,18-24,cross_promo,False,False,17945
P00419,2024-01-01,MX,android,13-17,paid_social,False,False,22233
P00420,2024-02-12,PH,android,13-17,app_store_search,False,False,17800
P00421,2024-01-17,MX,android,45+,paid_social,False,False,4190
P00422,2024-03-22,US,android,25-34,organic,False,False,37822
P00423,2024-02-03,IN,android,25-34,organic,True,False,1130
P00424,2024-01-21,US,android,18-24,paid_social,False,False,14071
P00425,2024-02-26,IN,ios,18-24,organic,False,False,19981
P00426,2024-03-11,ID,android,18-24,app_store_search,False,False,44704
P00427,2024-03-31,TR,ios,13-17,cross_promo,False,False,2118
P00428,2024-02-24,BR,android,13-17,organic,False,True,663
P00429,2024-03-12,US,ios,25-34,influencer,False,False,15735
P00430,2024-01-02,US,android,25-34,influencer,False,False,19158
P00431,2024-01-15,MX,ios,25-34,app_store_search,False,True,31087
P00432,2024-01-10,DE,ios,18-24,cross_promo,True,False,22578
P00433,2024-03-29,US,android,35-44,paid_social,False,False,19874
P00434,2024-01-20,US,ios,13-17,cross_promo,False,False,42531
P00435,2024-03-10,GB,android,18-24,paid_social,False,False,17907
P00436,2024-01-05,US,android,18-24,paid_social,False,False,40821
P00437,2024-02-17,PH,android,25-34,organic,True,False,22787
P00438,2024-03-15,GB,android,45+,organic,False,False,21705
P00439,2024-03-11,US,android,18-24,paid_social,False,False,3845
P00440,2024-01-19,US,android,35-44,organic,False,False,46264
P00441,2024-02-25,FR,android,35-44,organic,False,False,39069
P00442,2024-01-17,ID,android,18-24,influencer,False,False,44653
